theme,text,rating
чёрный юмор,"Кошка прожила свои девять жизней и попала на небеса. Перед ней появился Бог и спросил:
- Я надеюсь, что тебе будет здесь хорошо. Проси, чего желаешь.
- Господи, - ответила кошка, - всю свою жизнь я бегала, как сумасшедшая, ловя мышей и пытаясь стащить хоть немного еды. Было бы хорошо, если бы мне не пришлось здесь работать так упорно.
- Не продолжай, - сказал Бог и дал кошке мягкую кровать и много еды.
На следующий день на небеса попали шесть мышей.
- Я надеюсь, что вам будет здесь хорошо. Просите, чего пожелаете, - сказал им появившийся Бог.
- Господи, всю свою жизнь мы только и делали, что добывали пропитание и удирали от кошек. Мы не хотим больше бегать!
- Не продолжайте, - сказал Бог и дал им по скейту.
На следующий день Бог пришел к кошке:
- Ну, как, всем ли ты довольна тут?
- О да! - ответила кошка, - Мне нравится моя кровать, мои новые игрушки, хавка тут потрясающая. А та закуска на колесиках просто зашибись!
",2
медицинские,"Гаишник тормозит машину на горном ""серпантине"":  - Так-так, почему подсветка задних номеров не работает? Водитель выскакивает из автомобиля, зеленеет, начинает рвать на себе волосы, одежду, кататься по земле и орать не своим голосом:  - Жизнь прошла зря! За что, Господиии?! Убейте меня прямо тут! Нет, лучше сам сброшусь с этой горы!Гаишник, удивленно:  - Ну что вы так убиваетесь? Всего лишь подсветка номеров, да я на первый раз и штрафовать вас не уду!  - Да какая на фиг подсветка!Там сзади прицеп был, а в нем жена и дети!
",1
медицинские,"Из милицейского протокола:Гражданка Сидорова регулярно занимается проституцией. Проституция литературное слово.
",0
чёрный юмор,"Меняю добермана (3 года, кобель) на протез левой руки.
",4
медицинские,"Три гаишника останавливают кавказца.- Вы превысили скорость.- Вай, вот тебе десять тысяч, вот тебе десять тысяч, вот тебе десять тысяч...- Вы превысили скорость!- Вот тебе пятьдесят тысяч, вот тебе пятьдесят тысяч, вот тебе пятьдесят тысяч. Ну, я поехал...- Никуда вы не поедете! Я хочу увидеть ваши водительские права!- Вай, вот тебе права, вот тебе права, вот тебе права...
",0
медицинские,"Подъезжает комерсант на своем мерседесе на стоянку. Ставит с пульта д/у сигнализацию на охрану. Рядом подъезжает мужик на запорожце. Достает цепочку с палец и опутывает ей свой запорожец, замыкает эту цепочку амбарным замком. Комерсант спрашивает: - Что боишься угонят? На что мужик отвечает:- Это твою машину могут угнать, а я свою вчера забыл закрыть, так мне нагадили.
",0
чёрный юмор,"Мужчина снял проститутку,разговор зашел об оплате.Сколько стоишь?
- 500$
- А давай я тебе 1000$ заплачу,но с извращениями.
Та подумала(что,извращенцев не видела?)и согласилась.Потрахались,
она подумала и спрашивает:
- А где извращения?
- А я тебя сейчас буду бить,пытать,стукать головой об стенку.
- Долго???
- А пока деньги назад не вернешь!
",4
медицинские,"Ленин жил! Ленин ел! Ленин спал!
",0
медицинские,"Тормозит мужика гибддешник:- Почему ремень не пристегнут, штраф 100р.Мужик пристегнулся едет дальше. Тормозит его другой:- Почему ремень слабо пристегнут, даже кулак между ремнем проходит, штраф 100р.Мужик затянул ремень дальше некуда. Снова останавливают. Посмотрел на него гибддешник и говорит:- За стольник удавиться готовы.
",0
чёрный юмор,"Кладбище.
На кладбище - сторожка.
В сторожке - сторож.
На сторожке надпись - Живой Уголок!
",4
медицинские,"Из милицейской сводки:Вчера в кустах был обнаружен скелет мастера спорта по пряткам.
",0
медицинские,"Конкурс рисунков человека на асфальте в этом году выиграл сержант Штрафанюк с картиной ""Шла Саша по шоссе, а тут КАМАЗ"".
",0
чёрный юмор,"Плохая примета:
Если едещь ночью, в лес, в багажнике- это не к добру.

",6
медицинские,"Лучший подарок на день рождения для дорожного инспектора - знак ""кирпич"" со словами: ""Повесь, где захочешь!""
",0
медицинские,"- Наша зона перешла с сегодняшнего дня на трехразовое усиленное питание.-Ура! – кричат зэки.-Вторник, четверг, суббота.
",0
чёрный юмор,"- Доктор, ну как он?
- Пуля - дура, так что жизненно важные органы не задеты...
- Слава Богу!
- ...А вот штык - молодец, да, штык - молодец...

",4
медицинские,"В Москве появился ленивый сексуальный маньяк. Нападая на жертву, он тут же начинает лениться. Жертва умирает от разочарования и несбывшихся надежд.
",0
медицинские,"В интересах следствия подлинный пол преступника изменен...
",0
чёрный юмор,"- Эй, бармен, налей-ка мне рюмку коньяку!
- Какого?
- Вон того, пятизвездочного.
Бармен наливает. Посетитель выпивает - и падает замертво.
Бармен рисует на этикетке шестую звездочку.

",3
медицинские,"Ленин диктует декреты:- Кулаков раскулачить! Кунаков раскуначить!- А с коряками-то что будем делать, Владимир Ильич?- Ну... то же что-нибудь придумаем.
",0
медицинские,"Из объяснения потерпевшего: ""Она ударила меня четыре раза между ног и выбила 2 зуба"".
",0
чёрный юмор,"у одного мужика родился ребёнок,вынесли его ему, он посмотрел-страшный какой!!!
-этого я не возьму, замените,-говорит
медсестра даже расстерялась сначала, а потом как давай кричать....!!
-мужчина!! берите ребёнка, или я его на пол сейчас брошу!!!
а мужчина на своём стоит
-что вы мне уродца какого подсовывайте!!да я ночью его испугаюсь....а жена моя где???-а?
-ваша жена умерла при родах...
-так мне теперь и кормить его придётся!!! не....не возьму...хоть убейте
-берите, мужчина!!! ребёнок прям ваша копия-и глазки, и усики!
-погодите! Вон моя жена идёт!!!
-это не ваша...вашу в морге получите......НЕ трогайте эту женщину!! не тро...ладно....блин, опять ошибка вышла с ребёночком....третий день его таскаю....никто не берёт....что за люди такие ЧёрСтвЫе!!!)
",1
медицинские,"-Алло! -Да, Вас слушают.-Евгений Яковлевич дома?-Его нет. Он на даче.-Как? Вы таки купили дачу!!!-Да нет же. Он на даче показаний в ФСБ.
",0
медицинские,"Останавливает сотрудник ГИБДД машину за нарушение скоростного режима и спрашивает водителя:- Не желаете ли приобрести акции АО ГИБДД?
",0
чёрный юмор,"Мужику в самолёте приспичило ""по-большому"". Мужской туалет был закрыт, поэтому стюардесса пустила его в женский, попросила не нажимать там никаких кнопок. Мужик благополучно освободился, и смотрит на 4 кнопки перед ним: красную, синюю, зелёную и с надписью ""аут"".
Интересно всё таки.... жмёт первую - попу тёплой водой омыло, прибалдев, жмёт вторую: вытерло мягкой тряпочкой... совсем разомлев, жмёт третью -
тальком присыпало... жмёт с надписью ""аут"" - резкая боль, теряет сознание.
Очнулся на кушетке. Над ним стоит стюардесса. Он сразу спрашивает: ""ЧТо такое ""аут""???""
(С) - Это автоматическое удаление тампона.. а... ваш тампон - в пакетике под подушкой...

",1
медицинские,"Из криминальной хроники:- Неизвестные преступники уже третьи сутки удерживают Валерия Сюткина в  неустановленом месте и заставляют его пить кофе ""Гранд"", каждый раз  когда по телевизору идет реклама этого кофе с его участием.
",0
медицинские,"МТС-вы говорите, ФСБ-мы записываем.
",0
чёрный юмор,"Девушка рассказывает подруге:
- Когда мне было 14 лет, папа мне подарил 14 рублей... Когда
мне исполилось 15 лет - папа подарил 15 рублей... Завтра мне 16 - и я не знаю, где взять 200 долларов на аборт!

",3
медицинские,"Растет оснащенность МВД техническими средствами. Отныне к каждому милицейскому свистку будут прилагаться микрофон, усилитель и пара колонок для создания стереоэффекта.
",0
медицинские,"Сосед спрашивает соседа""Ты случайно не знаеш, как нашего участкового зовут?""Тот отвечает:""Кто ж его зовет, он сам приходит.""
",0
чёрный юмор,"Деревенский кузнец сказал новому подмастерью:
- Сейчас выну из огня подкову. Как кивну головой, бей по ней молотом.
Так новичок-подмастерье сразу стал кузнецом.

",9
медицинские,"Гаишники, как и первобытные люди, занимаются охотой и собирательством.
",0
медицинские,"Вот Камаз - хорошая машина!Я купил и не жалею. Никого!..
",0
чёрный юмор,"Она была отлично сложена.Только левая рука торчала из чемодана...

",6
медицинские,"- Простите, могу ли я получить свидание с осуждённым Мандрыгиным?  - Вы знаете, он несколько дней как освободился. Зайдите через месяц.
",0
медицинские,"24 декабря гр. Лосихин, находясь в состоянии алкогольного  опьянения, во время возникшей ссоры нанёс гр. Иванову множество ударов тонером по голове, отчего Иванов на месте скончался, похитив при этом  10 руб.70 коп.
",0
чёрный юмор,"- Земля! - утомленно воскликнул потерпевший кораблекрушение, выбираясь
на берег.
- Мясо! - обрадовано закричали туземцы.
",6
медицинские,"Двое неизвестных ворвались вчера в квартиру мужа и жены Сидоровых. Закрыв хозяйку в ванной, они распили вместе с хозяином бутылку водки.
",0
медицинские,"Хроника происшествий за день: совершено изнасилование со смертельнымисходом. Милиция полагает, что это заказное убийство; в пользу данногопредположения говорит факт наличия контрольного изнасилования вголову...
",0
чёрный юмор,"В училище: Плановые пpыжки, уже летят, и один куpсант отказывается: Мне, мол, мама пpиснилась, говоpит, у тебя паpашют не откpоется!
Инстpуктоp, не будь дуpак, пpедлагает поменяться паpашютами.
Поменялись.
Куpсантик спpыгнул, деpнул, парашют раскрылся, опускается, красота...
И кто-то мимо него свистит со стpашным матом:
""@##ал я тебя, твою маму и все твои сны......
",2
медицинские,"Из протокола:""В задержанном девушка сразу узнала того, кто в трех пьяных лицах пытался  ее изнасиловать""
",0
чёрный юмор,"Смастерили как-то машину времени, чтобы Пушкина от Дантеса спасти. Приехали в прошлое, нашли Пушкина и на ухо ему шепчут: ""Ты, Алексан Сергеич, на дуэли на пистолетах не дерись. Ты на кулаках дерись"". Пушкин на дуэль пришел и говорит: ""На кулаках драться будем"". Когда Пушкина хоронили, гроб не открывали.

",3
медицинские,"Из милицейской сводки: вчера гражданин К. решил покончить жизнь самоубийством, сбросившись с 12 этажа. Но не разбился. На уровне 9 этажа его прошила шальная пулеметная очередь.
",0
чёрный юмор,"В гостях, за столом.
- Сколько лет вы мне дадите? - спросила одна кокетливая женщина своего соседа.
- По цвету губ - семнадцать. По изгибу бровей - шестнадцать. По цвету лица - двадцать. Итого - пятьдесят три.
",2
чёрный юмор,"Секретарша заходит в кабинет начальника вся в слезах. Тот спрашивает:
- Что с вами, Леночка?
- Я только что была у гинеколога, и он мне подтвердил, что я беременна.
Судя по сроку, это могло произойти только тогда, когда мы ездили на
семинар, а это значит, что я беременна от вас. А так как и вы женаты, и
я замужем, а аборт делать уже слишком поздно, у меня остается только
один выход - покончить с собой!
Начальник с видом глубокого сочувствия кладет ей руку на плечо и нежно
так говорит:
- Хорошо, Леночка. Я всегда был уверен, что на вас можно положиться!
",2
медицинские,"Афганские хирурги придумали новый способ анастезии - во время операции затыкать себе уши ватой
",0
чёрный юмор,"Альпинисты - они как яйца: либо крутые, либо всмятку...
",3
медицинские,"Больной(с надеждой):
- Доктор, я буду жить?
Врач(вежливо):
- Вас интересует, если ли жизнь после смерти?

",0
чёрный юмор,"Мой друг патологоанатомом работает. Человек такой нелюдимый, неразговорчивый, неулыбчивый. Даже глазами так
делает: МОРГ, МОРГ...

",1
медицинские,"-Уколы?! Да ну их в задницу!
",1
медицинские,"Предлагаем новое противозачаточное средство для женщин
""Таблетки для головной боли""
",0
чёрный юмор,"Сидят два полярника, опытный и стажёр у полыньи, рыбу ловят.
Из-за ближайшего сугроба выходит белый медведь, злой, голодный, и топает прямиком к ним с явным намерением сожрать.
Опытный полярник молча стаскивает унты и так же молча начинает одевать кроссовки. Молодой:- ""Да зачем тебе это, медведь, мол, по льду до 60 км/час бегает!"" Опытный:- ""Да мне по барабану, сколько он там бегает, главное, чтобы ТЫ меня не обогнал!""
",6
медицинские,"Приходит пациент к врачу отблагодарить его за успешное лечение. Открывает портфель и начинает выкладывать на стол различные деликатесные консервы, дорогие напитки, кофе, колбасы и т.д.
Врач возмущённо: „Больной, на каком основании вы тратите мои деньги?”.

",1
медицинские,"В очерди на прием к венерологу сидят Багира и Маугли.
Багира: Теперь ты понимаешь, Маугли, что есть вещи пострашнее Железного Зуба.
",0
чёрный юмор,"- Пацаны, вчера мужик при мне с 10 этажа сиганул!
- И какой был мотив?
- Какой, нахер, мотив!?? Не Кобзон, молча ёбнулся!
",7
медицинские,"Случился у одного грузина из далекой деревни геморрой.
Жена посоветовала ему незамадлительно ехать в Тбилиси на прием к знаменитому врачу-практологу.
Что делать, поехал. Дорога неблизкая, без малого-300 км.
Целый день в автобусе трясся, наконец доехал. Записался на прием к этому врачу, переночевал в гостинице на утро-бегом в клинику. Врач посмотрел, анализы все проверил, прописал ему геморроидальные свечи. Грузин поблагодарил его, заплатил за лечение и первым же автобусом - обратно в деревню. Приезжает, жена его расспрашивать стала.
- Ну, что сказал врач?
- Свэчи какие то пропысал.
- А как их принимать. Спросил?
- Нэт, забыл...
- Ах ты разява, как же ты мог такую важную вещь забыть.
Пошли по деревне. У того-у дугого спросили, никто не знает.
Пришлось грузину опять в Тбилиси ехать, ничего не поделаешь.
Весь день в автобусе трясся, наконец прибыл, записался на прием, утром снова – в клинику.
Доктор видит его во второй раз и спрашивает:
- Ну-с, чем снова обязан?
- Да, доктор, вы нэ сказалы, как мнэ эти свэчи-то прынымат?
- Да как принимать - в жопу их себе засунь, понятно?
- Спасыбо, доктор.
Приезжает обратно в деревню, жене снова спрашивает:
- Ну, что сказал доктор?
- Ничего не сказал, обыделся...

",1
медицинские,"В аптеку приходит интеллигентный мужчина и что-то шепотом спрашивает у продавщицы. Та громко возмущается
— Гражданин! Какие ещё «защитные средства»? Здесь аптека, а не министерство обороны.

",0
чёрный юмор,"Стюардесса в самолёте:
-Так, всё, всё... Успокоились, успокоились, это всего лишь воздушная яма была...
Что с тобой..? Что случилось? Успокойся... Отпусти кресло, отпусти всё нормально! Вздохни глубже.... А с тобой что..? Обоср@лся? Ну что же бывает, но всё уже закончилось! Всё! Всё в порядке! Успокоились..?
Ну и молодцы... Пойду к пассажирам!

",2
медицинские,"Больных, ожидающих приема, просим не делиться друг с другом симптомами своих болезней - это затрудняет постановку диагноза.
",0
медицинские,"— Скажите, доктор, обязательно делать эту дорогую операцию? Мне, в конце концов, необходимо содержать жену и моих детей.
— Мне тоже уважаемый!

",0
чёрный юмор,"Граждане!!! Летайте самолетами Аэрофлота.
Спешите!!! Их так мало осталось...
",2
медицинские,"девушка приходит к врачу и говорит
-доктор ,вот у меня такая проблема .я что не зделаю ,все через 5 минут забываю
-дас это серьезно . нус раздевайтесь,ложитесь на кушетку.....
",0
медицинские,"-Здравствуйте , доктор! Мы пришли к Вам!
-Кто это ""мы""?
-Я и триппер!

",1
чёрный юмор,"- У нас вся деревня грибами отравилась.
- Как, сразу ВСЕ?!!!
- Не... Сначала один. А потом на его поминках односельчане доели оставшиеся...
",4
медицинские,"- Доктор, я слышу в голове постоянный гул!
- А вы заткните уши ватой, голубчик.
- Но ведь гул изнутри.
- Конечно изнутри. Это, голубчик, ветер!
",0
медицинские,"Хирург выходит из операционной и говорит родственникам раненого из пистолета:
- Ещё б на дюйм правее - и конец!
- Что - пуля чуть в сердце не попала?!!
- Да нет - левое яйцо отстрелила...
",0
чёрный юмор,"- По какому закону вы собираетесь меня повесить?
- А мы вешаем всех по одному закону - закону Всемирного Тяготения.

",4
медицинские,"""Памперс"" - единственные подгузники, рекомендованные Союзом педиаторов.
Союз педиаторов - единственный союз, созданный специально для рекомендации подгузников ""Памперс""...
",0
медицинские,"Разговаривают трое хирургов.
Первый: Удобнее всего оперировать библиотекарей: у них там все расположено в алфавитном порядке.
Второй: Нет, удобнее всего оперировать электриков: у них там все различается по цветам.
Третий: Но всего удобнее оперировать автомехаников: если после операции остается что-то лишнее, они к этому относятся с пониманием и не возмущаются.
",0
чёрный юмор,"Промозглое сырое и холодное октябрьское утро. Туман. Моросит мелкий дождь. Кладбище. Среди могил сидит каменщик и что-то выбивает на надгробьи. У него сильнейший бодун, он не брился уже 5 дней. Во рту ""Прима"" без фильтра. Его ватник промок. Ушанка сползает на глаза. Голова болит немилосердно. Он сидит и монотонно так стучит по камню.
- Тюк-тюк-тюк...
К нему подходят две женщины в трауре.
- Скажите...
- Тюк-тюк-тюк
- ... а можно ...
- тюк-тюк-тюк
- ... на памятнике...
- тюк-тюк-тюк
- ...выбить:""дорогому и незабвенному Тимошеньке от неутешных жены и сестры. Ты всегда с нами в нашиг горюющих сердцах""
- тюк... А мне похуй, хоть ""С Новым годом!""
",4
медицинские,"Доктор возвращается с крупной фармацевтической выставки и рассказывает коллеге:
- Представляешь, «Байер» выпустил суперпрепарат!
- Какой?
- Трупу делается внутримышечная инъекция – 10 мл этого средства, после чего с ним можно 2 часа разговаривать!
- Да ну?
- Правда, он при этом не отвечает...
",0
медицинские,"Сидят три пенсионера - о болячках друг другу рассказывают: - Я,-говорит первый,- никак не могу сходить в туалет по-маленькому! - А я,-говорит второй,- ну никак не получается у меня сходить по-большому, ну хоть тресни! - Ну пацаны,-говорит третий,-у меня все наоборот! Ровно в 6.00 я ссу как китайский конь, а в 7.00 я сру как африканский слон! - Ну и в чем же твоя проблема?-спрашивают первые двое пенсионеров. - Ну, понимаете, никак не могу заставить себя проснуться раньше 8.00!

",0
медицинские,"Реклама:
У вас дефект речи! Вы заикаетесь и не выговариваете букву Р - ""циклопентанпергидрофенантрен"" - СПРАШИВАЙТЕ В АПТЕКАХ ГОРОДА!
",0
медицинские,"В кабинет терапевта входит женщина:
- Доктор, я у вас бюстгальтер не оставила?
- Нет.
- Тогда извинте. Значит, у окулиста...

",0
медицинские,"Да-а-а... Если даже мой участковый врач бросил пить, может быть это действительно вредно?
",1
медицинские,"В аптеке:
- У вас есть что-нибудь от триппера?
- Конечно!
- Заверните покрасивей - это подарок :)
",0
медицинские,"Врач больному:
- Какой у вас вес?
- Сейчас 116 кг, максимальный был 121 кг.
- А минимальный?
- 3 кг. 600 г.

",1
медицинские,"- Доктор, моей жене все хуже и хуже!
- А пьявок вы ей купили?
- Да. Она три штуки съела и больше не хочет...

",0
медицинские,"- Доктор, помните симулянта из шестой палаты?
- Ну?
- Умер!

",0
медицинские,"Приходит мужик(М) к ЛОРу(Л):
М: Доктор у меня проблема! и вываливает на стол красный, распухший х?й
Л: Так вам наверное надо к урологу!!!!!!!!!!!!
М: Нет, мне именно к Вам. У нас с друзьями есть традиция ходить в баню...
Л: Аааааа! Вам может надо к дерматологу!?
М: Нет мне к вам! Так вот, когда мы в бане выпьем, мы садимся за стол, выкладываем свои члены и выключаем свет, а тот кто водит огромной доской, сказав ООООП! хлопает доской по столу...
Л: Так вам надо к психиатору!
М: Да нет же доктор мне иеменно к вам, все дело в том, что вот этого ОООП! я и не слышу!!
",0
медицинские,"Смех - лучшее лекарство!(только не при поносе!)

",1
медицинские,"Больной приходит к врачу и говорит:
-Доктор у меня болит голова и задница. Что делать?
Доктор покопался в столе и достал огромную таблетку.
Разломал её о колено пополам и говорит:
-Одна половина от головы, вторая- от задницы.
Смотри, не перепутай.
",0
медицинские,"- Доктор, неужели моя болезнь так ужасно безнадёжна?
- Ну зачем же так мрачно! Давайте скажем по-другому: если я вас вылечу - я стану всемирно известен!
",0
медицинские,"Если среди Ваших друзей есть врачи, то имейте в виду, что из всех медицинских специальностей только дружба с
патологоанатомом БЕСКОРЫСТНА.
",0
медицинские,"Приходит мужик к стоматологу и садится в кресло. Но только доктор поднёс к нему вращающееся с бешеной скоростью сверло - пациент пулей и с криком ""Спасибо доктор"" вылетает из кресла и убегает.
Доктор в недоумении - ""Я же ничего и не делал..."".
Это повторяется ещё два дня. На следующий день доктор встретил своего приятеля - сексопатолога. За разговором и пивом стоматолог рассказал ему о странных визитах.
Тот усмехнулся:
- Аааа... Этот... Мой клиент! Мазохист с преждевременной эякуляцией...
",0
медицинские,"- Доктор, каково состояние нового пациента?
- Сложный вопрос, но будем надеяться... на лечение хватит.
",0
медицинские,"Замечено, что критические дни принесут вам гораздо больше радости, если они начнутся раз во время проведения теста на беременность.

",0
медицинские,"Приходит женщина к сексопатологу и говорит:
- Доктор, что мне делать, у моего мужа не стоит ###?
- Милая,а чем вы его кормите?
- В основном картошкой, доктор.
- Дорогая, от крахмала только воротнички стоят.

",0
медицинские,"На приеме у психиатра. Врач кричит:
-Следуюший! Что у вас?
-Доктор, у меня в квартире по ночам волки кашляют!
-Вам нужно обратиться к ветеринару. Следуюший!
",0
медицинские,"Из истории медицины.
2000 год до нашей эры: - Поешь корешков.
1000 год нашей эры: - Корешки - это язычество. Молись.
1850 год: - Молитва это предрассудки. Выпей эту микстуру.
1940 год: - Микстура это яд. Прими эти таблетки.
1985 год: - Таблетки не действуют. Возьми эти антибиотики.
2000 год: - Антибиотики искусственные. Поешь-ка корешков...

",0
медицинские,"- Заходите, больная, раздевайтесь, ложитесь.
- Следующий!
- Заходи, мужик. Здорово, правда? Ну ладно, выходи давай, поглядел и хватит. В медицинский надо было идти, дурак.
",0
медицинские,"Старик приходит ко врачу и говорит:
-Доктор, на первую залезаю нормально, на вторую хуже, а на третью уже не могу...
-В вашем то возрасте.... Я с одной то еле справляюсь...
-Доктор, вы о чём??? Я про ступеньки имею ввиду!

",0
медицинские,"Два старика ругаются:
- Я старый?! Да мне врач сказал, что мой организм работает как часы!
- Он имел ввиду песочные.
",0
медицинские,"Купил мужик презерватив и решил пошутить над аптекаршей:
- Девушка, а как этим пользоваться?
Аптекарша таких шутников уже видала и говорит:
- Можешь засунуть его себе в зад и надувать.
Мужик, никак не ожидал такого ответа, и только спросил:
- А в какую сторону?
- Это уж, какой дух в тебе победит.
",0
медицинские,"Приходит мужчина(М)к урологу(У)и говорит:
(М)- Докотор, у меня проблема, только обещайте не смеяться.
(У)- Ну что вы, я же врач, как я могу.
(М)- Да, я был уже у 20-ти врачей и все смеялись.
(У)- Ну я вам обещаю не смеяться.
(М)расстегивает ширинку, достает свое достоинство, которое имеет размер меньше двух сантиметров.
(У)еле сдерживая смех: - Ну и на что жалуетесь?
(М)- Доктор, вы понимаете, он опух.
",-1
медицинские,"Пациент сел в кресло дантиста и спрашивает:
- Сколько стоит удалить зуб?
- Если без боли 50$, а с болью 100$.
- О! Как хорошо! Конечно же мне без боли, тем более это дешевле.
Врач сразу же хватает щипцы и начинает тащить зуб.
- А-а-а-а-а-а!!!
- Уважаемый! Если Вам больно - это уже 100 баксов...
",0
медицинские,"- Доктор, умоляю, приезжайте немедленно. У жены сильный приступ аппендицита!
- Hе волнуйтесь. Два года назад я сделал вашей жене операцию и удалил слепой отросток. У человека не может появиться второй аппендикс!
- Правильно, доктор. Hо у человека может появиться вторая жена.
",0
медицинские,"Если вас мучает бессонница, примите слабительное. Уснуть вы все равно
не уснете, но по крайней мере вам будет чем заняться.

",0
медицинские,"- Доктор, я умираю!
- Сейчас помогу...
",0
медицинские,"Лысый мужик приходит в аптеку и спрашивает у фармацевта:
- У вас есть средство для восстановления волос?
- Вот возьмите этот флакон, это самое эффективное средство.
- Вы уверены?
- Абсолютно. Видите вон того человека с усами у кассы?
- Да.
- Так вот, это моя жена. Усы у нее выросли после того, как она попыталась открыть этот флакон зубами.

",0
медицинские,"- Итак, вас обвиняют в шарлатанстве. Вы продавали своим клиентам эликсир молодости. Вы уже осуждались?
- Да, в 1650, 1730 и 1890 годах.
",1
медицинские,"Высказывание врача-психиатра с 15-летним стажем:
- Не бывает здоровых людей, бывают необследованные!

",0
медицинские,"Врач дает больному две таблетки:
-- Одну примете вечером, перед сном. Вторую утром, если проснетесь.
",1
медицинские,"Присказка реаниматоров. Не успеем мы вылечить одного больного, как тут же не успеем вылечить другого...

",0
медицинские,"Стоят два психолога на остановке:
- Что-то автобуса долго нет...
- Хочешь поговорить об этом?
",0
медицинские,"Хочешь шутить так, чтобы все слушали тебя раскрыв рот и затаив дыхание - иди в стоматологи
",1
медицинские,"В кабинете психиатра врач спрашивает:
- На что жалуетесь?
- Мне постоянно кажется, что меня кто-то преследует.
- И давно это с вами?
- С тех пор, как я бежал из тюрьмы
",0
медицинские,"Операционная.Идет подготовка к операции.
Пациент:
- Доктор, а я не умру?
- Ой, ну что вы,что вы, знаете, КАК нас за это ругают!

",0
медицинские,"идет урологическая операция. в операционную входит хирург и говорит:
-поправьте член.... Хм..., а теперь больному....
",0
медицинские,"На приеме:
- Доктор, я колокол - бом! - бом! - бом!
- Вот вам пилюли, придете через неделю.
Через неделю:
- Ну, как?
- Уже лучше! Теперь я маленький колокольчик - тили-тили-тили-тили!
",0
медицинские,"Мужик приходит к психоаналитику.
Психоаналитик:
- Hу, в чем ваша проблема, что беспокоит, рассказывайте.
- Вы знаете, доктор, у меня нет совершенно никаких отклонений, ни единой
проблемы.
- Так в чем же дело, почему вы ко мне пришли?
- Вы знаете, доктор, я начал постоянно задумываться, нормально ли это?

",0
медицинские,"Парень с чудесными рекомендациями но с нервным тиком устраивается на работу. Менеджер говорит: ""Извините, принять Вас не можем, Вам с клиентами общаться, а вы моргаете постоянно.""
Парень отвечает: ""Нет проблем - Я выпиваю два аспирина и весь день всё классно - не моргаю совсем.""
С этими словами парень лезет в карман и достаёт один за другим кучу разных презервативов - простых, цветных, ребристых, Дюрексов, Рефлексов - разных.
Затем достаёт аспирин выпивает и действительно перестаёт моргать.
Менеджер говорит: ""Поймите - у нас порядочная репутация, Вам с клиентами общаться, а у Вас с моралью не всё в порядке, судя по всему.""
Парень отвечает: ""Да Вы что!!! У Меня жена, двое детей. А если Вы об ЭТОМ, (показывает на кучу презервативов), то попробуйте в аптеке моргая аспирин попросить.""
",0
